text;ctext
The name of the company is UniqueEcoGreen. The data types they collect are Name, Fingerprint. The retention period is 18 month. The user rights are Right to Restriction of Processing, Rectification of data, Deletion of data.;"Privacy policy for UniqueEcoGreen

In this document, we explain how we collect, use and protect your personal data as part of the UniqueEcoGreen service.

Data collected
 - Name
 - Fingerprint

Retention of data
Your personal data will be retained for the following period: 18 month.

Use
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in connection with service-related matters.
- Statistical analysis and improvement of the user experience.

Your rights
You have the following rights in relation to your data:
 - Right to Restriction of Processing
 - Rectification of data
 - Deletion of data

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is TechTechEco. The data types they collect are Medical history, Username, Birth date, Gender, Marital status, Fingerprint, Postal address, Phone number, Email Address, Company name, Order History. The retention period is 18 month. The user rights are Rectification of data, Right to Restriction of Processing.;"Privacy Policy for TechTechEco

In this document, we outline how we collect, use, and protect your personal information within the TechTechEco service.

Collected Data
 - Medical history
 - Username
 - Birth date
 - Gender
 - Marital status
 - Fingerprint
 - Postal address
 - Phone number
 - Email Address
 - Company name
 - Order History

Data Retention
Your personal data will be stored for the following period: 18 month.

Usage
We use your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Statistical analysis and improvement of user experience.

Rights
You have the following rights regarding your data:
 - Rectification of data
 - Right to Restriction of Processing

Modifications
We reserve the right to modify this privacy policy. You will be notified of any changes."
The name of the company is YourProAwesome. The data types they collect are Fingerprint, Job title, Ip address, Username, Order History, Marital status. The retention period is 7 month. The user rights are Rights Related to Automated Decision Making, Including Profiling.;"Terms of Service for YourProAwesome

By using the YourProAwesome service, you agree to these terms.

Data Collection
We collect the following data types:
 - Fingerprint
 - Job title
 - Ip address
 - Username
 - Order History
 - Marital status

Data Retention
Your personal data will be retained for 7 month.

Usage
We use your data for:
- Customizing our services.
- Service-related communication.

User Rights
You have the right to:
 - Rights Related to Automated Decision Making, Including Profiling

Changes
We reserve the right to update these terms. We will inform you of any modifications."
The name of the company is InfoInnovativeGreen. The data types they collect are Postal address, Age, Job title. The retention period is 6 month. The user rights are Rights Related to Automated Decision Making, Including Profiling.;"InfoInnovativeGreen privacy policy

This document describes how we collect, use and protect your personal information within the InfoInnovativeGreen service.

Data collected

 - Postal address
 - Age
 - Job title

Data retention

Your personal data will be stored for the following period: 6 month.

Usage

We use your personal data for the following purposes:
- Customize our services.
- Contacting you about matters relating to the service.
- We will contact you to help us with our services and to provide you with information about our services.

Rights
We may use your data to help us improve our services and to provide you with information to help us improve our service.We may use your data to help us improve our customer service and to help us improve our customer service:
 - Rights Related to Automated Decision Making, Including Profiling

Changes
We reserve the right to make changes to this privacy policy. We will notify you of any changes."
The name of the company is SmartInnovativePrime. The data types they collect are Birth date, Order History, Phone number, Bank account information, Name, Email Address, Gender, Username, Postal address, Ip address, Fingerprint. The retention period is 28 years. The user rights are Erasure of data, Right to Restriction of Processing, Access to your data, Information, Rectification of data, Rights Related to Automated Decision Making, Including Profiling.;"Privacy Policy for SmartInnovativePrime

In this document, we outline how we collect, use, and protect your personal information within the SmartInnovativePrime service.

Collected Data
 - Birth date
 - Order History
 - Phone number
 - Bank account information
 - Name
 - Email Address
 - Gender
 - Username
 - Postal address
 - Ip address
 - Fingerprint

Data Retention
Your personal data will be stored for the following period: 28 years.

Usage
We use your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Statistical analysis and improvement of user experience.

Rights
You have the following rights regarding your data:
 - Erasure of data
 - Right to Restriction of Processing
 - Access to your data
 - Information
 - Rectification of data
 - Rights Related to Automated Decision Making, Including Profiling

Modifications
We reserve the right to modify this privacy policy. You will be notified of any changes."
The name of the company is CreativeProInfo. The data types they collect are Marital status, Company name, Birth date, Ip address, Phone number, Job title, Age, Postal address, Name, Medical history, Username, Bank account information, Gender, Order History. The retention period is 25 month. The user rights are Information, Data Portability, Right to Restriction of Processing, Deletion of data, Erasure of data, Right to Withdraw Consent, Rectification of data.;"CreativeProInfo Terms and Conditions

Your use of CreativeProInfo is subject to the following terms:

Data Collection:
 - Marital status
 - Company name
 - Birth date
 - Ip address
 - Phone number
 - Job title
 - Age
 - Postal address
 - Name
 - Medical history
 - Username
 - Bank account information
 - Gender
 - Order History

Retention Period:
25 month

Usage:
We use your data for the following purposes:
- Personalization of services.
- Communication related to the service.

User Rights:
You have the following rights:
 - Information
 - Data Portability
 - Right to Restriction of Processing
 - Deletion of data
 - Erasure of data
 - Right to Withdraw Consent
 - Rectification of data

Changes:
We may revise these terms. Updates will be communicated to you."
The name of the company is AgileAgileGlobal. The data types they collect are Phone number, Job title, Fingerprint, Company name, Name, Username. The retention period is 7 years. The user rights are To Object, Right to Restriction of Processing.;"AgileAgileGlobal Service Terms of Use

Welcome to AgileAgileGlobal. These terms of use govern your access to and use of the AgileAgileGlobal service.

Data Collection and Use
We collect and use your personal information within the AgileAgileGlobal service for the following data types:
 - Phone number
 - Job title
 - Fingerprint
 - Company name
 - Name
 - Username

Data Retention
Your personal data will be stored for a duration of 7 years.

Usage
We use your personal data for:
- Customizing our services.
- Contacting you regarding the service.
- Improving our services.

User Rights
You have the following rights regarding your data:
 - To Object
 - Right to Restriction of Processing

Changes
We reserve the right to modify these terms. We will notify you of any changes."
The name of the company is CreativeUniqueAgile. The data types they collect are Gender, Birth date, Job title, Age. The retention period is 23 month. The user rights are Access to your data, Data Portability, Right to Restriction of Processing.;"Privacy Policy for CreativeUniqueAgile

In this document we explain how we collect, use and protect your personal data as part of the CreativeUniqueAgile service.

Data collected
 - Gender
 - Birth date
 - Job title
 - Age

Retention of data
Your personal data will be stored for the following period: 23 month.

Utilisation
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in relation to service-related matters.
- Statistical analysis and improvement of user experience.

Your rights
You have the following rights in relation to your data:
 - Access to your data
 - Data Portability
 - Right to Restriction of Processing

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is DataCloudDigital. The data types they collect are Company name, Order History, Marital status, Postal address, Age, Birth date, Gender, Username, Fingerprint, Medical history. The retention period is 6 month. The user rights are Right to Withdraw Consent, Rights Related to Automated Decision Making, Including Profiling, Right to Restriction of Processing, Rectification of data, Erasure of data, Access to your data, To Object, Deletion of data.;"DataCloudDigital privacy policy

This document describes how we collect, use and protect your personal information within the DataCloudDigital service.

Data collected

 - Company name
 - Order History
 - Marital status
 - Postal address
 - Age
 - Birth date
 - Gender
 - Username
 - Fingerprint
 - Medical history

Data retention

Your personal data will be stored for the following period: 6 month.

Usage

We use your personal data for the following purposes:
- Customize our services.
- Contacting you about matters relating to the service.
- We will contact you to help us with our services and to provide you with information about our services.

Rights
We may use your data to help us improve our services and to provide you with information to help us improve our service.We may use your data to help us improve our customer service and to help us improve our customer service:
 - Right to Withdraw Consent
 - Rights Related to Automated Decision Making, Including Profiling
 - Right to Restriction of Processing
 - Rectification of data
 - Erasure of data
 - Access to your data
 - To Object
 - Deletion of data

Changes
We reserve the right to make changes to this privacy policy. We will notify you of any changes."
The name of the company is DynamicExpressGlobal. The data types they collect are Fingerprint, Order History, Gender, Medical history, Job title, Birth date, Age, Company name, Phone number, Ip address, Postal address, Marital status, Bank account information. The retention period is 25 month. The user rights are Erasure of data, Rectification of data, To Object, Deletion of data, Information, Right to Restriction of Processing, Right to Withdraw Consent, Rights Related to Automated Decision Making, Including Profiling, Access to your data.;"Terms of Service for DynamicExpressGlobal

By using the DynamicExpressGlobal service, you agree to these terms.

Data Collection
We collect the following data types:
 - Fingerprint
 - Order History
 - Gender
 - Medical history
 - Job title
 - Birth date
 - Age
 - Company name
 - Phone number
 - Ip address
 - Postal address
 - Marital status
 - Bank account information

Data Retention
Your personal data will be retained for 25 month.

Usage
We use your data for:
- Customizing our services.
- Service-related communication.

User Rights
You have the right to:
 - Erasure of data
 - Rectification of data
 - To Object
 - Deletion of data
 - Information
 - Right to Restriction of Processing
 - Right to Withdraw Consent
 - Rights Related to Automated Decision Making, Including Profiling
 - Access to your data

Changes
We reserve the right to update these terms. We will inform you of any modifications."
The name of the company is EcoGreenEnterprise. The data types they collect are Job title, Birth date, Email Address, Name, Bank account information, Medical history, Age, Ip address, Phone number, Marital status. The retention period is 6 years. The user rights are Access to your data, Rights Related to Automated Decision Making, Including Profiling.;"EcoGreenEnterprise Service Terms of Use

Welcome to EcoGreenEnterprise. These terms of use govern your access to and use of the EcoGreenEnterprise service.

Data Collection and Use
We collect and use your personal information within the EcoGreenEnterprise service for the following data types:
 - Job title
 - Birth date
 - Email Address
 - Name
 - Bank account information
 - Medical history
 - Age
 - Ip address
 - Phone number
 - Marital status

Data Retention
Your personal data will be stored for a duration of 6 years.

Usage
We use your personal data for:
- Customizing our services.
- Contacting you regarding the service.
- Improving our services.

User Rights
You have the following rights regarding your data:
 - Access to your data
 - Rights Related to Automated Decision Making, Including Profiling

Changes
We reserve the right to modify these terms. We will notify you of any changes."
The name of the company is DigitalInnovativePower. The data types they collect are Username, Gender, Fingerprint, Age, Marital status. The retention period is 15 month. The user rights are Information, Erasure of data, To Object, Rights Related to Automated Decision Making, Including Profiling, Deletion of data, Data Portability, Access to your data, Rectification of data, Right to Withdraw Consent.;"DigitalInnovativePower Terms and Conditions

These Terms and Conditions (""Terms"", ""Terms and Conditions"") govern your use of the DigitalInnovativePower service operated by [Company Name] (""us"", ""we"", or ""our"").

Please read these Terms and Conditions carefully before using our service.
Your access to and use of the service is conditioned on your acceptance of and compliance with these Terms. These Terms apply to all visitors, users, and others who access or use the service.
By accessing or using the service you agree to be bound by these Terms. If you disagree with any part of the terms, then you may not access the service.

Data Collection and Use
This section outlines how we collect, process, and protect your personal information within the DigitalInnovativePower service.

Data Types Collected
 - Username
 - Gender
 - Fingerprint
 - Age
 - Marital status

Data Retention
Your personal data will be stored for the following period: 15 month.

Usage of Personal Data
We utilize your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Improving and enhancing our services.
- Providing information about our services.

User Rights
You have the following rights regarding your personal data:
 - Information
 - Erasure of data
 - To Object
 - Rights Related to Automated Decision Making, Including Profiling
 - Deletion of data
 - Data Portability
 - Access to your data
 - Rectification of data
 - Right to Withdraw Consent

Changes to Terms and Conditions
We reserve the right to modify or replace these Terms and Conditions at any time. If a revision is material, we will try to provide at least 30 days' notice prior to any new terms taking effect. What constitutes a material change will be determined at our sole discretion.
By continuing to access or use our service after those revisions become effective, you agree to be bound by the revised terms. If you do not agree to the new terms, please stop using the service.

Contact Us
If you have any questions about these Terms and Conditions, please contact us."
The name of the company is CloudWebGreen. The data types they collect are Marital status, Ip address, Email Address. The retention period is 15 years. The user rights are Erasure of data, Right to Withdraw Consent.;"Privacy Policy for CloudWebGreen

In this document, we outline how we collect, use, and protect your personal information within the CloudWebGreen service.

Collected Data
 - Marital status
 - Ip address
 - Email Address

Data Retention
Your personal data will be stored for the following period: 15 years.

Usage
We use your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Statistical analysis and improvement of user experience.

Rights
You have the following rights regarding your data:
 - Erasure of data
 - Right to Withdraw Consent

Modifications
We reserve the right to modify this privacy policy. You will be notified of any changes."
The name of the company is UniqueSmartWeb. The data types they collect are Phone number, Medical history, Username, Age, Job title, Gender, Birth date, Email Address, Postal address, Marital status. The retention period is 16 month. The user rights are Information, Data Portability, Deletion of data, Right to Withdraw Consent, To Object.;"UniqueSmartWeb Service Terms of Use

Welcome to UniqueSmartWeb. These terms of use govern your access to and use of the UniqueSmartWeb service.

Data Collection and Use
We collect and use your personal information within the UniqueSmartWeb service for the following data types:
 - Phone number
 - Medical history
 - Username
 - Age
 - Job title
 - Gender
 - Birth date
 - Email Address
 - Postal address
 - Marital status

Data Retention
Your personal data will be stored for a duration of 16 month.

Usage
We use your personal data for:
- Customizing our services.
- Contacting you regarding the service.
- Improving our services.

User Rights
You have the following rights regarding your data:
 - Information
 - Data Portability
 - Deletion of data
 - Right to Withdraw Consent
 - To Object

Changes
We reserve the right to modify these terms. We will notify you of any changes."
The name of the company is MyFutureMy. The data types they collect are Company name, Postal address, Medical history, Username, Gender, Job title, Bank account information, Fingerprint, Age, Phone number, Ip address, Name. The retention period is 6 years. The user rights are Data Portability, Rectification of data, Right to Restriction of Processing, Information, Rights Related to Automated Decision Making, Including Profiling, Erasure of data, Access to your data.;"Privacy policy for MyFutureMy

In this document, we explain how we collect, use and protect your personal data as part of the MyFutureMy service.

Data collected
 - Company name
 - Postal address
 - Medical history
 - Username
 - Gender
 - Job title
 - Bank account information
 - Fingerprint
 - Age
 - Phone number
 - Ip address
 - Name

Retention of data
Your personal data will be retained for the following period: 6 years.

Use
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in connection with service-related matters.
- Statistical analysis and improvement of the user experience.

Your rights
You have the following rights in relation to your data:
 - Data Portability
 - Rectification of data
 - Right to Restriction of Processing
 - Information
 - Rights Related to Automated Decision Making, Including Profiling
 - Erasure of data
 - Access to your data

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is EnterpriseEnterpriseGreen. The data types they collect are Bank account information, Marital status, Job title, Name. The retention period is 22 month. The user rights are Deletion of data, To Object, Access to your data.;"Privacy Policy for EnterpriseEnterpriseGreen

In this document we explain how we collect, use and protect your personal data as part of the EnterpriseEnterpriseGreen service.

Data collected
 - Bank account information
 - Marital status
 - Job title
 - Name

Retention of data
Your personal data will be stored for the following period: 22 month.

Utilisation
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in relation to service-related matters.
- Statistical analysis and improvement of user experience.

Your rights
You have the following rights in relation to your data:
 - Deletion of data
 - To Object
 - Access to your data

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is MyCloudYour. The data types they collect are Email Address. The retention period is 8 month. The user rights are Erasure of data, Right to Restriction of Processing, Data Portability.;"Terms of Service for MyCloudYour

By using the MyCloudYour service, you agree to these terms.

Data Collection
We collect the following data types:
 - Email Address

Data Retention
Your personal data will be retained for 8 month.

Usage
We use your data for:
- Customizing our services.
- Service-related communication.

User Rights
You have the right to:
 - Erasure of data
 - Right to Restriction of Processing
 - Data Portability

Changes
We reserve the right to update these terms. We will inform you of any modifications."
The name of the company is MyAgileDigital. The data types they collect are Job title, Name, Medical history, Gender. The retention period is 1 years. The user rights are Erasure of data.;"MyAgileDigital Terms and Conditions

Your use of MyAgileDigital is subject to the following terms:

Data Collection:
 - Job title
 - Name
 - Medical history
 - Gender

Retention Period:
1 years

Usage:
We use your data for the following purposes:
- Personalization of services.
- Communication related to the service.

User Rights:
You have the following rights:
 - Erasure of data

Changes:
We may revise these terms. Updates will be communicated to you."
The name of the company is PowerAgileSmart. The data types they collect are Company name, Medical history. The retention period is 10 years. The user rights are Rectification of data.;"PowerAgileSmart Service Terms of Use

Welcome to PowerAgileSmart. These terms of use govern your access to and use of the PowerAgileSmart service.

Data Collection and Use
We collect and use your personal information within the PowerAgileSmart service for the following data types:
 - Company name
 - Medical history

Data Retention
Your personal data will be stored for a duration of 10 years.

Usage
We use your personal data for:
- Customizing our services.
- Contacting you regarding the service.
- Improving our services.

User Rights
You have the following rights regarding your data:
 - Rectification of data

Changes
We reserve the right to modify these terms. We will notify you of any changes."
The name of the company is PowerTechUltra. The data types they collect are Marital status, Postal address, Medical history, Name, Company name. The retention period is 27 years. The user rights are Access to your data, Erasure of data, Deletion of data.;"PowerTechUltra Terms and Conditions

Your use of PowerTechUltra is subject to the following terms:

Data Collection:
 - Marital status
 - Postal address
 - Medical history
 - Name
 - Company name

Retention Period:
27 years

Usage:
We use your data for the following purposes:
- Personalization of services.
- Communication related to the service.

User Rights:
You have the following rights:
 - Access to your data
 - Erasure of data
 - Deletion of data

Changes:
We may revise these terms. Updates will be communicated to you."
The name of the company is SuperGlobalDynamic. The data types they collect are Job title, Postal address, Medical history, Birth date, Age, Gender, Bank account information, Fingerprint, Name, Order History, Phone number, Ip address, Username, Email Address. The retention period is 24 month. The user rights are To Object, Erasure of data, Data Portability.;"Privacy policy for SuperGlobalDynamic

In this document, we explain how we collect, use and protect your personal data as part of the SuperGlobalDynamic service.

Data collected
 - Job title
 - Postal address
 - Medical history
 - Birth date
 - Age
 - Gender
 - Bank account information
 - Fingerprint
 - Name
 - Order History
 - Phone number
 - Ip address
 - Username
 - Email Address

Retention of data
Your personal data will be retained for the following period: 24 month.

Use
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in connection with service-related matters.
- Statistical analysis and improvement of the user experience.

Your rights
You have the following rights in relation to your data:
 - To Object
 - Erasure of data
 - Data Portability

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is GreenProQuick. The data types they collect are Medical history, Fingerprint, Phone number, Job title, Company name, Name, Postal address, Birth date, Bank account information, Order History, Gender. The retention period is 24 month. The user rights are Right to Restriction of Processing, Data Portability, Erasure of data, To Object, Rights Related to Automated Decision Making, Including Profiling, Rectification of data, Right to Withdraw Consent, Information, Deletion of data.;"Terms of Service and Privacy Agreement

Thank you for using GreenProQuick. These terms govern your use of our service.

1. Data Collection
We collect various data types:
 - Medical history
 - Fingerprint
 - Phone number
 - Job title
 - Company name
 - Name
 - Postal address
 - Birth date
 - Bank account information
 - Order History
 - Gender

2. Data Retention
Your data is stored for 24 month.

3. Usage
We use your data for:
- Personalizing services.
- Contacting you about our service.

4. User Rights
You have rights to:
 - Right to Restriction of Processing
 - Data Portability
 - Erasure of data
 - To Object
 - Rights Related to Automated Decision Making, Including Profiling
 - Rectification of data
 - Right to Withdraw Consent
 - Information
 - Deletion of data

5. Changes
We reserve the right to update these terms. We will notify you of any modifications."
The name of the company is SpecialAwesomeCloud. The data types they collect are Phone number, Ip address, Order History, Username, Company name, Name. The retention period is 26 month. The user rights are Rights Related to Automated Decision Making, Including Profiling, Access to your data.;"Privacy policy for SpecialAwesomeCloud

In this document, we explain how we collect, use and protect your personal data as part of the SpecialAwesomeCloud service.

Data collected
 - Phone number
 - Ip address
 - Order History
 - Username
 - Company name
 - Name

Retention of data
Your personal data will be retained for the following period: 26 month.

Use
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in connection with service-related matters.
- Statistical analysis and improvement of the user experience.

Your rights
You have the following rights in relation to your data:
 - Rights Related to Automated Decision Making, Including Profiling
 - Access to your data

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is UniqueEcoGreen. The data types they collect are Ip address, Company name, Bank account information, Fingerprint. The retention period is 27 years. The user rights are Right to Withdraw Consent.;"UniqueEcoGreen Terms and Conditions

Your use of UniqueEcoGreen is subject to the following terms:

Data Collection:
 - Ip address
 - Company name
 - Bank account information
 - Fingerprint

Retention Period:
27 years

Usage:
We use your data for the following purposes:
- Personalization of services.
- Communication related to the service.

User Rights:
You have the following rights:
 - Right to Withdraw Consent

Changes:
We may revise these terms. Updates will be communicated to you."
The name of the company is GlobalDynamicSpecial. The data types they collect are Gender, Fingerprint, Order History. The retention period is 20 month. The user rights are Right to Withdraw Consent.;"Terms of Use for GlobalDynamicSpecial

Data Handling:
We collect data types such as:
 - Gender
 - Fingerprint
 - Order History

Data Retention:
Your information is stored for 20 month.

Service Usage:
Your data is utilized for:
- Customizing services.
- Service-related correspondence.

User Rights:
You have the right to:
 - Right to Withdraw Consent

Changes and Updates:
We reserve the right to modify these terms. Any changes will be communicated."
The name of the company is ProAgileGreen. The data types they collect are Fingerprint, Phone number, Birth date, Age, Job title, Email Address, Marital status, Ip address, Gender, Company name, Postal address, Medical history, Name, Username. The retention period is 17 years. The user rights are Right to Restriction of Processing, Rectification of data, Access to your data.;"ProAgileGreen privacy policy

This document describes how we collect, use and protect your personal information within the ProAgileGreen service.

Data collected

 - Fingerprint
 - Phone number
 - Birth date
 - Age
 - Job title
 - Email Address
 - Marital status
 - Ip address
 - Gender
 - Company name
 - Postal address
 - Medical history
 - Name
 - Username

Data retention

Your personal data will be stored for the following period: 17 years.

Usage

We use your personal data for the following purposes:
- Customize our services.
- Contacting you about matters relating to the service.
- We will contact you to help us with our services and to provide you with information about our services.

Rights
We may use your data to help us improve our services and to provide you with information to help us improve our service.We may use your data to help us improve our customer service and to help us improve our customer service:
 - Right to Restriction of Processing
 - Rectification of data
 - Access to your data

Changes
We reserve the right to make changes to this privacy policy. We will notify you of any changes."
The name of the company is AwesomeProYour. The data types they collect are Birth date, Company name, Medical history, Ip address, Order History, Age, Gender, Marital status, Email Address, Job title, Name, Bank account information, Phone number, Fingerprint. The retention period is 22 month. The user rights are Information, Data Portability, Right to Withdraw Consent, Rights Related to Automated Decision Making, Including Profiling, Right to Restriction of Processing, Deletion of data.;"Terms of Service and Privacy Agreement

Thank you for using AwesomeProYour. These terms govern your use of our service.

1. Data Collection
We collect various data types:
 - Birth date
 - Company name
 - Medical history
 - Ip address
 - Order History
 - Age
 - Gender
 - Marital status
 - Email Address
 - Job title
 - Name
 - Bank account information
 - Phone number
 - Fingerprint

2. Data Retention
Your data is stored for 22 month.

3. Usage
We use your data for:
- Personalizing services.
- Contacting you about our service.

4. User Rights
You have rights to:
 - Information
 - Data Portability
 - Right to Withdraw Consent
 - Rights Related to Automated Decision Making, Including Profiling
 - Right to Restriction of Processing
 - Deletion of data

5. Changes
We reserve the right to update these terms. We will notify you of any modifications."
The name of the company is DynamicGlobalEco. The data types they collect are Name, Medical history, Fingerprint, Birth date, Postal address, Company name, Order History, Phone number, Gender, Ip address, Age, Bank account information. The retention period is 10 month. The user rights are Information, Erasure of data, Rights Related to Automated Decision Making, Including Profiling, Data Portability, Access to your data, To Object, Right to Restriction of Processing, Right to Withdraw Consent, Rectification of data.;"Privacy Policy for DynamicGlobalEco

In this document we explain how we collect, use and protect your personal data as part of the DynamicGlobalEco service.

Data collected
 - Name
 - Medical history
 - Fingerprint
 - Birth date
 - Postal address
 - Company name
 - Order History
 - Phone number
 - Gender
 - Ip address
 - Age
 - Bank account information

Retention of data
Your personal data will be stored for the following period: 10 month.

Utilisation
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in relation to service-related matters.
- Statistical analysis and improvement of user experience.

Your rights
You have the following rights in relation to your data:
 - Information
 - Erasure of data
 - Rights Related to Automated Decision Making, Including Profiling
 - Data Portability
 - Access to your data
 - To Object
 - Right to Restriction of Processing
 - Right to Withdraw Consent
 - Rectification of data

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is AwesomeProYour. The data types they collect are Gender, Name. The retention period is 6 month. The user rights are Access to your data, Data Portability, Right to Restriction of Processing, Right to Withdraw Consent, Deletion of data.;"AwesomeProYour Terms and Conditions

These Terms and Conditions (""Terms"", ""Terms and Conditions"") govern your use of the AwesomeProYour service operated by [Company Name] (""us"", ""we"", or ""our"").

Please read these Terms and Conditions carefully before using our service.
Your access to and use of the service is conditioned on your acceptance of and compliance with these Terms. These Terms apply to all visitors, users, and others who access or use the service.
By accessing or using the service you agree to be bound by these Terms. If you disagree with any part of the terms, then you may not access the service.

Data Collection and Use
This section outlines how we collect, process, and protect your personal information within the AwesomeProYour service.

Data Types Collected
 - Gender
 - Name

Data Retention
Your personal data will be stored for the following period: 6 month.

Usage of Personal Data
We utilize your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Improving and enhancing our services.
- Providing information about our services.

User Rights
You have the following rights regarding your personal data:
 - Access to your data
 - Data Portability
 - Right to Restriction of Processing
 - Right to Withdraw Consent
 - Deletion of data

Changes to Terms and Conditions
We reserve the right to modify or replace these Terms and Conditions at any time. If a revision is material, we will try to provide at least 30 days' notice prior to any new terms taking effect. What constitutes a material change will be determined at our sole discretion.
By continuing to access or use our service after those revisions become effective, you agree to be bound by the revised terms. If you do not agree to the new terms, please stop using the service.

Contact Us
If you have any questions about these Terms and Conditions, please contact us."
The name of the company is DigitalMegaUltra. The data types they collect are Ip address, Username, Birth date. The retention period is 27 years. The user rights are Access to your data, Right to Restriction of Processing.;"DigitalMegaUltra Terms and Conditions

Your use of DigitalMegaUltra is subject to the following terms:

Data Collection:
 - Ip address
 - Username
 - Birth date

Retention Period:
27 years

Usage:
We use your data for the following purposes:
- Personalization of services.
- Communication related to the service.

User Rights:
You have the following rights:
 - Access to your data
 - Right to Restriction of Processing

Changes:
We may revise these terms. Updates will be communicated to you."
The name of the company is InfoMegaInfo. The data types they collect are Company name, Ip address, Age, Email Address, Order History, Bank account information. The retention period is 5 month. The user rights are To Object, Right to Restriction of Processing, Data Portability.;"Privacy Policy for InfoMegaInfo

In this document we explain how we collect, use and protect your personal data as part of the InfoMegaInfo service.

Data collected
 - Company name
 - Ip address
 - Age
 - Email Address
 - Order History
 - Bank account information

Retention of data
Your personal data will be stored for the following period: 5 month.

Utilisation
We use your personal data for the following purposes:
- Customisation of our services.
- Contacting you in relation to service-related matters.
- Statistical analysis and improvement of user experience.

Your rights
You have the following rights in relation to your data:
 - To Object
 - Right to Restriction of Processing
 - Data Portability

Changes
We reserve the right to change this Privacy Policy. You will be notified of any changes."
The name of the company is PowerAgileSmart. The data types they collect are Username, Bank account information, Name, Email Address, Birth date, Postal address, Ip address, Job title, Order History, Gender, Fingerprint, Marital status. The retention period is 20 years. The user rights are Access to your data, Data Portability, Rights Related to Automated Decision Making, Including Profiling, Deletion of data, Erasure of data, Right to Withdraw Consent, Rectification of data, To Object, Information.;"PowerAgileSmart Terms and Conditions

These Terms and Conditions (""Terms"", ""Terms and Conditions"") govern your use of the PowerAgileSmart service operated by [Company Name] (""us"", ""we"", or ""our"").

Please read these Terms and Conditions carefully before using our service.
Your access to and use of the service is conditioned on your acceptance of and compliance with these Terms. These Terms apply to all visitors, users, and others who access or use the service.
By accessing or using the service you agree to be bound by these Terms. If you disagree with any part of the terms, then you may not access the service.

Data Collection and Use
This section outlines how we collect, process, and protect your personal information within the PowerAgileSmart service.

Data Types Collected
 - Username
 - Bank account information
 - Name
 - Email Address
 - Birth date
 - Postal address
 - Ip address
 - Job title
 - Order History
 - Gender
 - Fingerprint
 - Marital status

Data Retention
Your personal data will be stored for the following period: 20 years.

Usage of Personal Data
We utilize your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Improving and enhancing our services.
- Providing information about our services.

User Rights
You have the following rights regarding your personal data:
 - Access to your data
 - Data Portability
 - Rights Related to Automated Decision Making, Including Profiling
 - Deletion of data
 - Erasure of data
 - Right to Withdraw Consent
 - Rectification of data
 - To Object
 - Information

Changes to Terms and Conditions
We reserve the right to modify or replace these Terms and Conditions at any time. If a revision is material, we will try to provide at least 30 days' notice prior to any new terms taking effect. What constitutes a material change will be determined at our sole discretion.
By continuing to access or use our service after those revisions become effective, you agree to be bound by the revised terms. If you do not agree to the new terms, please stop using the service.

Contact Us
If you have any questions about these Terms and Conditions, please contact us."
The name of the company is MyYourPro. The data types they collect are Age, Job title, Email Address, Phone number, Gender, Birth date. The retention period is 1 years. The user rights are Rectification of data, Data Portability, Erasure of data, Rights Related to Automated Decision Making, Including Profiling, Information.;"Privacy Policy for MyYourPro

In this document, we outline how we collect, use, and protect your personal information within the MyYourPro service.

Collected Data
 - Age
 - Job title
 - Email Address
 - Phone number
 - Gender
 - Birth date

Data Retention
Your personal data will be stored for the following period: 1 years.

Usage
We use your personal data for the following purposes:
- Customizing our services.
- Contacting you regarding service-related matters.
- Statistical analysis and improvement of user experience.

Rights
You have the following rights regarding your data:
 - Rectification of data
 - Data Portability
 - Erasure of data
 - Rights Related to Automated Decision Making, Including Profiling
 - Information

Modifications
We reserve the right to modify this privacy policy. You will be notified of any changes."
